genes	MYCNneg_RUNX1t1Het_Rep1	MYCNneg_RUNX1t1Het_Rep2	MYCNneg_RUNX1t1Het_Rep3	MYCNneg_RUNX1t1Hom_Rep1	MYCNneg_RUNX1t1Hom_Rep2	MYCNneg_RUNX1t1Hom_Rep3	MYCNneg_RUNX1t1Hom_Rep4	MYCNpos_RUNX1t1Het_Rep1	MYCNpos_RUNX1t1Het_Rep2	MYCNpos_RUNX1t1Hom_Tumour_Rep1	MYCNpos_RUNX1t1Hom_Tumour_Rep2	MYCNpos_RUNX1t1Hom_Tumour_Rep3	MYCNpos_RUNX1t1Hom_Tumour_Rep4	MYCNpos_RUNX1t1Hom_Rep1	MYCNpos_RUNX1t1Hom_Rep2	MYCNpos_RUNX1t1Hom_Rep30610005C13Rik	0	0	1.06	0	0	0.92	0	0	0.21	0	0	8.14	0.11	0	0.38	0.21
1110006O24Rik	2.15	3.24	0	1.77	3.15	1.5	2.2	0.32	4.13	0.85	0	1.27	0.43	2.13	3.07	2
1110007C09Rik	93.8	85.83	89.72	90.97	57.73	63.29	71.84	80.39	88.35	10.58	5.25	6.5	10.78	23.29	63	45.95
1110008F13Rik	59.49	31.62	41.74	59.15	57.49	49.24	47.45	44.62	44.94	35.08	37.51	45.03	33.29	47.04	49.26	38.96
1110008L16Rik	4.97	8.78	6.57	6.87	5.56	7.3	5.88	6.03	6.05	6.76	8.69	8.67	11.9	9.03	7.27	7.74
1110008P14Rik	215.59	123.74	138.49	227.33	104.39	147.12	180.46	153.1	135.87	24.39	32.96	35.24	29.52	55.13	135.29	84.09
1110012L19Rik	24.94	30	23.89	29.55	19.6	22.06	33.27	28.18	23.76	18.48	11.44	12.29	14.99	20.28	26.2	24.79
1110015O18Rik	0.29	0.58	0.31	0.29	0	0.83	0.27	0	0.14	0	0	0	0	0.29	0.41	0.66
1110017D15Rik	2.35	0.21	2.94	1.73	0.29	0	1.27	1.78	0.63	0.97	1	0.92	0.19	1.56	0	2.94
1110019D14Rik	4.04	1.67	2.07	1.19	1.19	1.63	2.75	2.08	1.9	1.42	0.15	1.91	0.64	1.65	4.31	1.99
1110020A21Rik	2.16	2.48	1.5	2.11	1.01	0.52	7.17	0.48	2.08	1.26	1.5	2.1	1.28	2.76	2.41	4.06
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110028F11Rik	0	0.22	0	0.08	1.45	0	0.03	0.14	0.08	0	0	0.08	0.06	0	0.07	0.23
1110028F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032A03Rik	16.73	15.23	12.62	9.86	10.82	17.28	18.39	11.43	14.59	6.1	5.23	7.11	3.54	9.31	15.75	13.75
1110032F04Rik	3.06	3.63	8.81	7.56	2.25	2.49	1.93	2.85	3.32	2.67	4.5	4.45	6.54	2.75	2.58	3.14
1110034G24Rik	5.05	4.51	6.35	5.03	5.32	5.66	5.17	7.5	3.44	2.42	2.18	2.11	3.13	4.91	7.21	5.69
1110036E04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110037F02Rik	21.23	20.83	23.87	17.18	31.69	25.02	23.05	24.98	21.14	27.75	34.38	30.41	35.24	23.9	21.63	24.34
1110038B12Rik	15.74	10.46	14.39	22.13	27.42	13.47	24.55	19.25	22.37	42.73	43.55	40.18	61.13	52.84	17.5	41.57
1110038F14Rik	41.67	26.95	40.19	39.16	48.81	43.77	35.11	42.94	47.8	48.17	45.75	47.5	52.31	40.5	35.07	38.34
1110046J04Rik	11.26	4.9	8.06	10.42	5.51	5.74	5.34	5.43	7.1	0.71	1.61	1.59	0	0.7	10.65	3.07
1110051M20Rik	57.17	52.44	53.7	54.88	24.16	45.65	53.63	55.25	54.03	25	22.03	22.24	27.31	31.74	43.09	51.53
1110058D11Rik	3.99	1.82	4.9	0.44	2.15	3.83	0.94	2	0.42	1.03	0.42	2.24	0.11	5.25	4.71	2.04
1110059E24Rik	25.06	19.89	19.45	20.84	33.37	25.51	22.82	24.17	25.09	22.2	20.07	24.45	20.26	23.99	22.23	23.26
1110059G10Rik	5.18	3.79	2.89	3.38	3.62	4.17	2.92	3.48	3.09	3.24	2.79	3.68	3.28	3.46	3.39	3.93
1110065P20Rik	75.02	44.87	57.02	82.6	40.94	72.99	70.91	66.49	56.87	27.37	32.13	31.04	27.98	42.54	48.74	59.13
1190002F15Rik	0	0.93	8.55	0	11.74	4.46	6.56	4.45	12.8	104.93	92.37	98.81	67.48	105.6	11.71	42.96
1190002N15Rik	6.54	4.62	6.67	6.14	9.18	7.86	5.71	6.81	8.09	6.32	7.86	7.18	7.44	11.9	8.47	10.87
1190003K10Rik	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0
1190005I06Rik	3.44	4.82	8.21	4.98	2.17	8.44	7.61	4.64	0	2.14	0.2	0.51	0	0	23.22	2.2
1190007I07Rik	0.74	6.06	3.29	5.5	3.41	1.86	5.9	2.27	2.2	6.31	6.74	16.09	21.45	4.05	0.88	4.25
1200014J11Rik	14.19	17.08	16.87	17.57	20.33	15.43	16.74	16.6	16.36	20.92	16.19	17.18	19.19	20.1	16.95	18.99
1300002E11Rik	17.8	16.32	27.79	29.32	39.46	26.96	23.74	20	30.75	32.87	24.99	27.11	19.3	34.37	26.74	22.14
1300017J02Rik	0	0.13	0.51	0.37	0.92	1.02	0.35	0	0	0.69	0.19	28.52	0.14	0	0.13	0.67
1500004A13Rik	24.2	29.75	29.53	27.63	12.98	21.84	31.12	32.21	28.39	30.87	13.06	22.56	17.8	35.01	31.83	32.61
1500009C09Rik	13.07	12.26	6.87	9.73	4.28	8.7	8.63	11.82	7.44	2.03	5.44	5.08	7.05	7.48	6.17	7.07
1500009L16Rik	31.62	31.81	38.07	26.51	21.7	52.6	37.41	30.56	45.2	109.41	45.11	40.87	36.03	48.6	40.75	71.42
1500011B03Rik	138.08	133.81	121.77	125.08	85.54	107.02	133.19	127.8	120.45	36.94	52.79	44.74	44.46	58.45	117.31	93.73
1500011K16Rik	22.5	9.25	19.9	21.57	18.47	23.08	21.11	26.48	21.98	4.83	13.43	10.71	12.43	11.5	19.66	14.8
1500012F01Rik	23.92	14.47	16.84	14.22	32.6	16.12	12.96	20.97	17.11	29.39	21.79	24.21	32.93	21.82	25.57	22.94
1500012K07Rik	0	0	0	0	0	0	0	0.08	0	0.03	0	0	0	0	0	0
1500015A07Rik	20.64	17.03	16.9	21.05	10.85	20.64	21.38	14.94	13.18	5.72	10.27	7.59	4.81	4.66	20.42	15.3
1500015L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	1.46	0.72	0.47	0	2.29	2.1	0.43	1.86	1.13	0	0	0	0	0	1.2	0.92
1500017E21Rik	0	0.08	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
1500026H17Rik	0.61	0.52	0.52	1.14	0.47	0.36	1.03	1.5	0.66	0.24	0.24	0.28	0.12	0.47	1.1	0.64
1600002D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600002H07Rik	10.19	7.21	9.69	8.1	4.34	5.49	9.04	7.53	8.74	14.82	14.38	15.18	13.04	10.63	6.98	10.67
1600002K03Rik	9.67	6.93	8.15	10.85	21.89	13.21	14.83	16.15	18.87	7.78	9.43	11.76	7.01	9.55	7.73	13.78
1600010M07Rik	0	0	0	0	3.9	0	0	0	0	0	0.82	0	1.43	0	0.66	1.68
1600012H06Rik	16.01	13.61	18.84	17.18	22.6	12.08	18.37	15.87	14.72	10.86	7.87	10.2	8.98	13.17	16.43	14.09
1600014C10Rik	22.69	21.56	20.83	20.33	19.12	18.1	23.68	21.48	16.79	11.04	6.28	12.84	7.68	10.12	20.61	16.85
1600014C23Rik	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600014K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0.08	0	0.15	0	0	0	0	0	0	0.02	0	0	0
1600019K03Rik	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0.66	0
1600020E01Rik	9.94	3.72	4.27	1.62	3.19	1.78	6.99	6.9	5.23	8.03	3.71	5.81	3.23	7.82	11.02	4.65
1600023N17Rik	1.23	2	2.32	0.97	1.94	0.84	1.99	1.13	2.86	5.69	0.6	0.89	1.34	2.21	0.11	1.64
1600025M17Rik	0	0	0	0	0.59	0	0.43	0	0.58	0	0	0	0	0	0	0.18
1600027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55
1600029I14Rik	0	0	0	0	0	0.13	0	0	0.88	0	0.07	0.3	0.37	0.3	0	0
1600029O15Rik	3.12	3.25	3.9	4.55	1.08	3.05	5.48	4.45	1.88	0	0	0	0.12	0.48	2.73	2.11
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0.59	0.11	0	0.17	0	0.26	0.63	0.17	0	0	0.46	0.14	0	0.52	0.57
1700001D01Rik	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
1700001G11Rik	0.71	0.62	0.29	0.35	1.4	0.15	0	0.32	0	0	0.34	0.23	0.61	0.71	0	0.11
1700001G17Rik	1.75	0.51	2.49	1.15	0	1.36	0.43	2.12	1.12	1.89	1.56	2.75	0.64	1.45	0.67	1.56
1700001J03Rik	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0
1700001J11Rik	0	0	0.04	0.42	0.34	0.19	0	0	0	0.3	0	0.43	0.15	0.25	0.65	0
1700001K19Rik	6.08	4.57	7.47	3.14	2.08	1.24	3.2	2.66	4.86	6.01	1.29	1.21	2.55	2.11	1.22	3.26
1700001K23Rik	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0
1700001L05Rik	2.32	1.33	1.15	1.18	2.16	1.48	1.49	1.31	2.06	5.19	7.73	8.25	13.4	5.16	0.87	3.02
1700001L19Rik	0.6	0.35	0.3	0.36	0.48	1.05	0.77	0.45	0.71	0.26	0.12	0.04	0	0.6	0.57	0.47
1700001O22Rik	1.57	0.28	1.29	2.66	1.56	0.56	1.35	1.21	0.46	2.08	5.71	8.08	8.29	2.28	1.18	0.56
1700001P01Rik	0.99	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0.6
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	0	0	0.07	0	0	0.21	0.06	0.45	0	0	0	0	0	0	0.31	0.16
1700003E16Rik	4.99	5.35	7.31	4.78	3.32	5.17	6.78	6.95	4.49	1.22	0.08	0.53	1.27	1.25	5.5	4.52
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0.38	0.66	0.15	0	0.37	0.16	0.28	0	0	0.9	0.64	0.25	0.46	1.9	1.03	0.95
1700003G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0.49	0	0.2	0	0	0	0	0.23	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003M02Rik	2.94	0.88	3.17	2.16	0.13	0.39	0.63	1.06	1.25	0	0	0	0	0.77	0.12	0.75
1700003M07Rik	2.92	1.86	3.62	1.4	0.77	3.51	2.7	2.51	3.71	0.46	0.64	0.81	0.58	0.98	2.88	1.48
1700003P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007B14Rik	0	0.04	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0.34	0	0	0	0	0	0	0	0	0.09	0	0	0	0
1700007G11Rik	1.52	0.53	0	0	0	0.13	0.44	0	0	0	0	0	0	0	0	0.48
1700007J10Rik	0	0.54	0.45	0.21	0	1.02	0.16	0.2	0.84	0.3	0.11	0.14	0.11	1.08	0	0.69
1700007K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007K13Rik	0.34	0.58	1.35	0.33	0.98	0.84	0.36	0.3	0.97	0	0	0	0	2	1.67	0.94
1700007L15Rik	0.37	1.16	1.04	0.37	2.55	2.02	1.48	1.01	2.5	1.26	0.63	1.44	0.45	1.48	4.02	2.2
1700007P06Rik	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008J07Rik	2.61	1.51	3.44	3.25	2.23	4.28	1.58	2.29	1.78	4.05	3.5	5.17	3.55	4.34	3.41	4.46
1700008K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	0.56	0.59	1.26	0	0.83	0.6	1.65	1.54	1.63	0.29	0.62	0.28	0.9	0.28	0.26	0.09
1700008P02Rik	0	0	0.14	0	0	0.72	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0.11
1700009J07Rik	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0.56	0	0
1700009N14Rik	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	0.29	0	0	0	0	0.37	0	0	0.28	0	0	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42
1700010I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	1.49	1.21	1.17	0.69	1.95	0.1	0.17	0.85	0.68	0.98	1.16	0.97	0.29	3.69	2.29	1.05
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27
1700011B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.62	0	0
1700011H14Rik	0.2	0	0	0	0	0	0	0	0	0	0	0	0	1.22	0	0
1700011I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	6.39	7.32	7.76	7.86	7.81	12.21	6.96	5.62	13.62	0.44	0.06	0	0	2.8	6.6	7.87
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	2.51	0	0	0	0	0	0	0	0	0	0	0	0
1700012C14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0
1700012D01Rik	1.66	1.29	4.12	1.64	2.43	1.72	1.04	0.38	0.8	0	0.1	0.79	0	0	0.93	0
1700012D14Rik	0	0.17	0	0	0.47	0.79	0	0.44	0.46	0.16	1.37	0.76	0.92	0	1.28	0.15
1700012D16Rik	0	0	2.37	0	7.54	0.9	1.55	0	1.06	1.64	0.52	0.52	0	0.55	0.97	0.34
1700012H19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012L04Rik	0	0	0.75	0	0	0	0	0	0	1.7	1.21	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	1.09	0.63	0	0	0	0.19	0	0	0.35	0.37	0	2.78	0	0	0.49
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
1700015E13Rik	0	2.21	2.07	0	2.34	2.98	0.43	0.72	0.77	0.27	0.48	2.81	1.06	0.79	0.89	0.12
1700015F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016D06Rik	0.18	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016H13Rik	0	0.12	0	0	0	0	0	0	0	0	0.59	0	0	0	0	0
1700016K19Rik	0.28	0	0	0.82	1.09	0	0	0.76	0	0	0	0	0.2	0	0.51	0.09
1700016L04Rik	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.09
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	7.81	5.49	7.38	5.98	23.15	8.8	8.27	8.08	6.52	9.8	16.49	19.75	18.82	7.27	9.11	6.91
1700017D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0.43	0
1700018A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0.07
1700018B24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0
1700018G05Rik	0	0	0	0	0	0	0	1.01	0	0	0	0	0.25	0	0	0
1700018L02Rik	13.57	1.55	2.06	9.94	6.84	0.75	2.31	12.84	6.64	1.55	1.7	3.04	0.71	9.43	1.09	0.74
1700019A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019B03Rik	0	0	0.23	0	0	0	0.1	0	0	0.1	0.07	0.05	0	0.28	0	0.22
1700019B21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
1700019C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019D03Rik	2.86	4.01	2.45	2.51	0.62	2.41	1.04	4.05	3.68	1.73	0.69	1.65	0.86	0.63	0.58	1.2
1700019E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019G17Rik	1.13	2.35	3.49	1.99	2.88	2.14	2.15	2.1	2.68	3.49	3.15	2.77	3.11	2.81	1.91	4.42
1700019G24Rik	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0
1700019L03Rik	0.26	1.05	1.06	1.21	0.26	0	0.15	0.86	0.9	0	0	0.04	0.17	0.26	0.31	0.09
1700019M22Rik	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0
1700019N19Rik	0.28	0.19	0.45	0	0	0.82	0.91	0	0	0.09	0.07	0	0	0.28	0	0.26
1700019O17Rik	0.13	0.05	0	0.25	0	0.06	0.1	0.24	0	0	0	0	0.06	0	0.06	0.25
1700020A23Rik	0	0.14	1.79	1.21	0.4	0.34	0.73	0	0.39	1.92	2.14	0	0.39	1.62	0.37	1.77
1700020D05Rik	4.12	3.69	4.08	2.64	2.15	3.42	1.07	3.77	3.76	5.02	1.61	4.87	1.56	7.25	1.01	2.46
1700020D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020I14Rik	50.45	50	58.28	34.73	66.57	70.6	59.84	45.58	43.34	43.45	16.87	21.95	17.34	44.28	84.68	50.87
1700020L24Rik	7.38	11.08	10.83	6.76	3.22	12.42	7.91	6.49	4.23	0.28	0.8	0	0.07	1.09	17.68	6.22
1700020M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	0	0	0	0	0.75	0.43	0	0	0
1700021F05Rik	54.81	78.53	87.67	63.89	51.32	76.12	78.25	48.72	66.82	62.34	71.24	72.65	76.95	58.55	104.67	61.06
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021K19Rik	56.17	60.9	60.5	61.22	44.97	48.22	48.43	61.35	55.98	30.49	25.74	27.54	29.93	35.54	50.69	42.89
1700021N21Rik	0	0	0	0	0	0	0	0	0	0	0.07	0	0.28	0	0	0
1700022A21Rik	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022H01Rik	0	0.15	0.51	0	0	0	0.61	0	0	1.71	0	0	0.2	0	0	0.65
1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0.2	0	0	0.11	0.17	0.25	0.25	0.16	0.76	0.14	0.17	0.21	0.33	0.08	0.43
1700023C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F06Rik	5.11	4.56	5.14	4.1	3.89	7.29	5.48	5.25	4.59	0.75	1.51	0.85	0.59	0.39	3.94	1.64
1700024B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024F13Rik	0	0	0	0	0	0	0	0	0	0.73	0.83	0	0	0	0	1.35
1700024G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024P16Rik	0.07	0	0.17	0	0.33	0.03	0.28	0	0	0	0.07	0.68	0.15	0	0	0.09
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	28.48	34.15	31.42	30.22	16.41	28.9	30.22	30.92	28.26	9.71	9.82	10.08	11.54	19.41	25.54	22.63
1700025J12Rik	0	0	0	0	0.47	0	0.51	0	0	0	0	0	0	0	0	0
1700025K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
